time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2020-02-04,191.45,184.77,189.79,3237413.47,607731018.02,188.89,direct,
2020-02-05,207.5,188.21,188.89,5086702.18,1003165933.52,203.79,direct,
2020-02-06,216.17,201.22,203.79,6094827.59,1281492550.31,213.13,direct,
2020-02-07,224.53,213.12,213.13,6266311.69,1378253130.5,223.48,direct,
2020-02-08,227.51,213.86,223.48,6344974.96,1411514209.82,223.14,direct,
2020-02-09,230.44,223.03,223.14,4199299.71,954875052.63,228.62,direct,
2020-02-10,229.28,216.93,228.62,5403700.62,1201865355.38,223.03,direct,
2020-02-11,238.69,218.14,223.03,7355744.74,1675532223.6,236.64,direct,
2020-02-12,274.8,236.63,236.64,11753539.27,2997744763.12,265.48,direct,
2020-02-13,277.32,257.34,265.48,11876263.23,3175646466.87,268.56,direct,
2020-02-14,286.45,260.85,268.56,8297238.41,2259315771.39,285.13,direct,
2020-02-15,288.17,262.5,285.13,8758117.81,2416701189.7,264.77,direct,
2020-02-16,273.73,239.23,264.77,10555220.56,2749990669.74,260.22,direct,
2020-02-17,268.25,242.59,260.22,12046342.39,3043271422.58,267.67,direct,
2020-02-18,285.47,259.16,267.67,11466646.07,3124833806.97,282.21,direct,
2020-02-19,285.13,256.12,282.21,9292437.61,2557648148.72,259.47,direct,
2020-02-20,264.29,247.21,259.47,9795565.74,2517703607.08,257.32,direct,
2020-02-21,267.73,254.11,257.32,7076264.32,1854500810.21,265.07,direct,
2020-02-22,266.69,257.09,265.07,4673801.07,1221559665.27,261.54,direct,
2020-02-23,275.23,261.05,261.54,6000153.98,1618162246.54,274.93,direct,
2020-02-24,276.82,257.59,274.93,8097708.41,2164577834.46,265.59,direct,
2020-02-25,266.13,245.87,265.59,9135308.85,2334634640.37,247.0,direct,
2020-02-26,250.09,216.26,247.0,15189165.66,3537697753.54,224.62,direct,
2020-02-27,238.03,210.41,224.62,15261798.87,3446017118.47,227.39,direct,
2020-02-28,234.54,214.43,227.39,12605790.09,2826030040.38,226.91,direct,
2020-02-29,232.88,217.39,226.91,7411307.57,1675978739.37,217.51,direct,
2020-03-01,227.4,212.67,217.51,7684186.19,1689496286.22,217.97,direct,
2020-03-02,234.11,216.21,217.97,8394280.67,1893624080.21,231.87,direct,
2020-03-03,232.36,220.14,231.87,8107888.41,1838511546.66,223.88,direct,
2020-03-04,228.68,220.43,223.88,5784577.2,1298105343.78,224.3,direct,
2020-03-05,233.98,224.28,224.3,7574783.47,1738259985.24,228.36,direct,
2020-03-06,245.03,227.66,228.36,7747703.96,1830768510.84,244.92,direct,
2020-03-07,251.42,236.37,244.92,6999469.85,1700358371.14,237.27,direct,
2020-03-08,237.27,197.12,237.27,11727366.62,2572800303.37,199.0,direct,
2020-03-09,208.28,190.5,199.0,14919730.9,2990860307.0,202.91,direct,
2020-03-10,205.97,196.18,202.91,10346635.73,2085143968.99,200.48,direct,
2020-03-11,202.94,181.96,200.48,10047963.72,1945596733.67,194.5,direct,
2020-03-12,195.35,102.27,194.5,24635934.3,3635986508.97,107.64,direct,
2020-03-13,139.41,88.3,107.64,31290993.81,3813971152.82,133.82,direct,
2020-03-14,134.59,121.31,133.82,13642281.39,1755998102.98,122.58,direct,
2020-03-15,132.46,120.47,122.58,11403867.94,1417024251.05,123.88,direct,
2020-03-16,124.28,102.04,123.88,19906306.44,2215735712.09,110.94,direct,
2020-03-17,121.29,109.68,110.94,12573163.56,1465100015.83,116.08,direct,
2020-03-18,118.13,110.15,116.08,10865591.99,1245029488.68,118.06,direct,
2020-03-19,142.31,115.34,118.06,15440151.23,1969574915.26,136.39,direct,
2020-03-20,152.03,119.62,136.39,19705310.98,2725308136.56,133.36,direct,
2020-03-21,138.15,125.95,133.36,12087286.03,1593753694.46,132.58,direct,
2020-03-22,136.83,121.48,132.58,10835590.19,1398880997.31,122.34,direct,
2020-03-23,136.68,120.16,122.34,12268354.49,1573569129.84,135.95,direct,
2020-03-24,142.92,132.66,135.95,11772033.84,1617687177.14,138.44,direct,
2020-03-25,141.88,133.1,138.44,10074771.48,1380192242.53,135.97,direct,
2020-03-26,139.05,133.62,135.97,7323085.71,993790553.94,138.4,direct,
2020-03-27,140.55,130.6,138.4,6607521.97,903427998.96,131.38,direct,
2020-03-28,132.84,125.13,131.38,8183407.28,1052051970.9,130.98,direct,
2020-03-29,131.67,124.02,130.98,4527756.79,579364540.38,124.52,direct,
2020-03-30,134.8,124.24,124.52,8540540.49,1121784217.26,132.08,direct,
2020-03-31,135.57,129.99,132.08,6936882.21,918382680.79,132.72,direct,
2020-04-01,136.6,128.66,132.72,8105700.13,1071531385.46,135.43,direct,
2020-04-02,149.25,135.04,135.43,13463051.99,1885091485.15,141.5,direct,
2020-04-03,146.66,137.92,141.5,10317934.78,1470676115.27,141.19,direct,
2020-04-04,146.11,138.92,141.19,7653541.83,1087974672.65,143.97,direct,
2020-04-05,145.46,140.86,143.97,6452600.04,923184605.64,142.54,direct,
2020-04-06,172.45,142.53,142.54,21003819.58,3282297595.58,171.45,direct,
2020-04-07,177.0,162.67,171.45,18426129.27,3147150333.03,164.61,direct,
2020-04-08,174.24,163.65,164.61,10650365.99,1807697588.19,173.05,direct,
2020-04-09,173.15,165.71,173.05,7215301.77,1228706471.75,169.7,direct,
2020-04-10,170.03,152.67,169.7,10725029.53,1709545898.46,157.84,direct,
2020-04-11,161.46,153.98,157.84,7294558.06,1153989703.13,158.34,direct,
2020-04-12,164.69,155.16,158.34,8907817.36,1429592020.05,158.57,direct,
2020-04-13,158.87,150.53,158.57,11034588.76,1698197591.97,156.34,direct,
2020-04-14,161.67,155.48,156.34,7374461.88,1168140419.42,158.41,direct,
2020-04-15,161.34,152.24,158.41,7411781.8,1166824941.63,152.84,direct,
2020-04-16,174.42,149.28,152.84,14118638.56,2343442450.93,172.27,direct,
2020-04-17,174.76,168.71,172.27,7387572.27,1260905594.38,170.64,direct,
2020-04-18,189.16,170.6,170.64,9149634.79,1643077163.16,187.46,direct,
2020-04-19,188.21,176.73,187.46,8951526.24,1633075796.88,180.06,direct,
2020-04-20,186.21,167.39,180.06,15915998.82,2823574779.11,170.34,direct,
2020-04-21,174.38,168.24,170.34,10627186.85,1820910225.55,170.71,direct,
2020-04-22,183.78,169.87,170.71,9914809.74,1757638555.81,182.62,direct,
2020-04-23,192.02,178.5,182.62,10281031.82,1903361929.42,185.57,direct,
2020-04-24,189.64,185.02,185.57,6347045.4,1190025130.69,187.54,direct,
2020-04-25,197.41,185.95,187.54,7555621.97,1459258086.29,194.22,direct,
2020-04-26,199.63,192.49,194.22,6540668.79,1279156402.33,197.39,direct,
2020-04-27,198.81,190.17,197.39,7063452.46,1377404174.69,196.36,direct,
2020-04-28,197.53,192.42,196.36,5490093.39,1073021103.02,196.45,direct,
2020-04-29,217.82,196.32,196.45,11900306.48,2481072535.46,215.33,direct,
2020-04-30,227.04,202.39,215.33,14370264.92,3078977872.74,206.28,direct,
2020-05-01,216.96,206.05,206.28,7886162.01,1669099702.88,211.99,direct,
2020-05-02,215.13,210.48,211.99,4850282.98,1032147062.84,213.85,direct,
2020-05-03,218.82,205.4,213.85,7044519.69,1497925842.76,209.88,direct,
2020-05-04,210.58,195.22,209.88,9254918.42,1874374294.13,206.51,direct,
2020-05-05,211.46,201.89,206.51,5781616.28,1190762963.26,205.36,direct,
2020-05-06,210.63,198.85,205.36,7398506.22,1529431078.6,199.05,direct,
2020-05-07,214.26,197.37,199.05,8974299.22,1860139410.98,211.88,direct,
2020-05-08,216.43,207.24,211.88,7814273.02,1656763719.69,211.34,direct,
2020-05-09,214.43,208.95,211.34,8450504.58,1790594110.55,210.19,direct,
2020-05-10,210.2,181.06,210.19,14914143.6,2817871865.35,187.81,direct,
2020-05-11,193.23,177.78,187.81,10523151.67,1964512775.8,186.01,direct,
2020-05-12,192.04,185.66,186.01,4867960.43,921041483.79,189.81,direct,
2020-05-13,200.82,188.55,189.81,5178172.33,1007303515.53,199.52,direct,
2020-05-14,205.85,196.11,199.52,7378964.69,1483663450.05,203.25,direct,
2020-05-15,204.01,192.51,203.25,5386268.33,1071372111.86,194.83,direct,
2020-05-16,203.17,193.42,194.83,4440775.89,888213653.73,200.54,direct,
2020-05-17,209.79,199.75,200.54,4408043.2,903768491.74,207.0,direct,
2020-05-18,216.98,207.0,207.0,5965192.04,1271348566.62,214.89,direct,
2020-05-19,215.84,209.7,214.89,4611962.11,980425356.91,214.59,direct,
2020-05-20,215.4,206.96,214.59,4233426.65,897136740.06,209.96,direct,
2020-05-21,211.57,192.03,209.96,5901785.06,1198401644.2,198.73,direct,
2020-05-22,209.05,196.39,198.73,4694132.21,953123503.84,207.3,direct,
2020-05-23,211.04,204.86,207.3,3004382.76,624338514.25,206.57,direct,
2020-05-24,210.47,199.92,206.57,4131566.02,852952115.84,199.93,direct,
2020-05-25,205.51,198.46,199.93,3476181.68,705716402.71,204.09,direct,
2020-05-26,204.96,197.12,204.09,3304837.61,666394082.72,200.92,direct,
2020-05-27,208.3,200.79,200.92,2992903.6,612878377.8,208.23,direct,
2020-05-28,220.49,204.72,208.23,3838062.87,811672080.8,220.21,direct,
2020-05-29,224.57,217.71,220.21,4219340.29,931687543.89,220.62,direct,
2020-05-30,246.24,218.83,220.62,5616218.01,1316990945.11,243.5,direct,
2020-05-31,245.32,230.36,243.5,5670011.94,1345054769.1,231.83,direct,
2020-06-01,249.5,230.91,231.83,5052551.28,1212152567.43,247.95,direct,
2020-06-02,253.33,231.28,247.95,5086392.88,1235922484.16,237.86,direct,
2020-06-03,244.48,234.0,237.86,3173947.86,757586642.57,244.47,direct,
2020-06-04,246.38,236.79,244.47,3027925.59,735466533.26,243.32,direct,
2020-06-05,247.42,239.61,243.32,2470714.82,600371830.73,240.16,direct,
2020-06-06,244.44,238.29,240.16,1812398.98,437223037.4,242.02,direct,
2020-06-07,245.04,235.29,242.02,2478942.34,595438170.58,244.55,direct,
2020-06-08,247.14,241.11,244.55,2041341.53,497200688.57,246.31,direct,
2020-06-09,249.42,241.07,246.31,1733723.68,422376059.28,243.73,direct,
2020-06-10,249.76,242.36,243.73,2267793.96,556185175.58,247.7,direct,
2020-06-11,249.7,228.67,247.7,4390364.54,1052716725.51,230.75,direct,
2020-06-12,239.21,228.75,230.75,2163797.75,509037867.44,237.55,direct,
2020-06-13,238.51,234.77,237.55,1204925.54,285231107.02,238.09,direct,
2020-06-14,238.41,230.18,238.09,1421543.95,333856076.17,231.82,direct,
2020-06-15,233.44,219.12,231.82,3392284.03,767721727.73,230.8,direct,
2020-06-16,235.82,228.87,230.8,2162047.74,504293429.87,235.31,direct,
2020-06-17,236.66,228.48,235.31,2555159.27,595299615.6,233.83,direct,
2020-06-18,234.56,228.06,233.83,1971366.67,457380930.85,231.33,direct,
2020-06-19,231.86,226.87,231.33,2268612.84,520268907.63,229.0,direct,
2020-06-20,230.8,226.1,229.0,1671436.75,381926911.93,228.83,direct,
2020-06-21,231.14,227.29,228.83,1467494.22,337002906.24,228.04,direct,
2020-06-22,246.5,227.62,228.04,3875783.23,924256801.85,243.14,direct,
2020-06-23,244.75,240.86,243.14,2336766.62,567644916.61,243.12,direct,
2020-06-24,249.16,231.33,243.12,4256533.47,1021051553.64,234.77,direct,
2020-06-25,235.32,227.96,234.77,2576651.73,599267857.25,232.52,direct,
2020-06-26,233.5,227.97,232.52,3155966.56,727138585.18,229.6,direct,
2020-06-27,231.3,217.03,229.6,2974444.02,670670221.21,220.99,direct,
2020-06-28,227.77,218.13,220.99,2559377.81,571638740.06,225.03,direct,
2020-06-29,229.81,221.44,225.03,3060395.7,688374395.15,227.84,direct,
2020-06-30,228.63,223.09,227.84,2440129.05,551481772.41,225.53,direct,
2020-07-01,232.54,224.26,225.53,2509489.14,572512978.28,230.85,direct,
2020-07-02,231.98,223.39,230.85,2903953.85,661830794.13,226.4,direct,
2020-07-03,228.08,224.44,226.4,1747895.65,396141657.7,225.08,direct,
2020-07-04,230.36,224.59,225.08,1817451.32,412643822.49,229.18,direct,
2020-07-05,229.74,223.53,229.18,1941558.37,439637043.32,227.83,direct,
2020-07-06,241.8,226.97,227.83,4123770.03,968734407.61,241.59,direct,
2020-07-07,243.52,234.73,241.59,2500281.42,596367448.23,239.36,direct,
2020-07-08,248.84,237.88,239.36,3487523.15,849376131.08,246.97,direct,
2020-07-09,247.58,238.26,246.97,2264295.4,551216784.25,242.03,direct,
2020-07-10,242.13,236.33,242.03,1664097.83,398083749.61,241.16,direct,
2020-07-11,241.58,237.69,241.16,1181575.1,283002640.48,239.16,direct,
2020-07-12,243.52,236.81,239.16,1775157.18,425413539.33,242.67,direct,
2020-07-13,244.96,237.55,242.67,2323379.51,562554857.61,239.68,direct,
2020-07-14,242.05,237.16,239.68,1518020.79,363484173.65,240.41,direct,
2020-07-15,241.36,236.95,240.41,1385615.0,331374116.76,238.59,direct,
2020-07-16,239.35,230.27,238.59,2021510.56,472424686.01,233.6,direct,
2020-07-17,234.6,231.75,233.6,1161458.52,270812805.19,232.71,direct,
2020-07-18,236.76,232.38,232.71,1003849.87,235373783.87,235.66,direct,
2020-07-19,239.62,233.38,235.66,1118738.53,263558524.25,238.92,direct,
2020-07-20,239.62,234.25,238.92,1243566.26,295707396.54,236.01,direct,
2020-07-21,246.55,235.61,236.01,2182081.76,528712008.34,245.51,direct,
2020-07-22,265.43,241.74,245.51,2193191.24,550159977.47,263.76,direct,
2020-07-23,279.56,260.29,263.76,4313649.52,1161350731.75,275.36,direct,
2020-07-24,287.13,268.36,275.36,3960326.82,1096000454.36,279.16,direct,
2020-07-25,308.63,279.1,279.16,4890175.93,1424825517.68,305.28,direct,
2020-07-26,318.4,300.26,305.28,5211244.17,1609499401.46,310.98,direct,
2020-07-27,332.24,310.96,310.98,6787961.91,2188089193.23,321.77,direct,
2020-07-28,326.49,306.36,321.77,4800301.2,1521436831.69,316.8,direct,
2020-07-29,324.86,312.5,316.8,3415730.79,1095083224.83,317.86,direct,
2020-07-30,340.95,314.78,317.86,3674700.28,1195526156.62,334.8,direct,
2020-07-31,349.29,328.84,334.8,4194629.88,1428480986.57,346.38,direct,
2020-08-01,392.3,343.23,346.38,5274134.47,1925342327.98,387.08,direct,
2020-08-02,414.84,355.76,387.08,8495255.56,3216066774.11,372.34,direct,
2020-08-03,397.74,368.04,372.34,5087655.63,1970711140.34,385.81,direct,
2020-08-04,402.14,381.33,385.81,4663733.26,1824745875.36,389.58,direct,
2020-08-05,406.93,384.77,389.58,4147516.89,1638086301.21,400.73,direct,
2020-08-06,403.26,391.38,400.73,3156985.54,1251759292.39,394.8,direct,
2020-08-07,398.16,365.81,394.8,3884048.22,1495326229.58,379.38,direct,
2020-08-08,396.78,376.22,379.38,2682371.64,1037368499.06,396.78,direct,
2020-08-09,399.81,384.11,396.78,2551922.77,1000082146.68,390.19,direct,
2020-08-10,398.96,387.51,390.19,2871376.51,1133198958.83,395.42,direct,
2020-08-11,398.07,368.09,395.42,3527560.37,1361301391.89,378.96,direct,
2020-08-12,389.16,366.6,378.96,3003300.13,1142105203.19,387.08,direct,
2020-08-13,429.55,377.49,387.08,4898643.63,1952501163.11,424.41,direct,
2020-08-14,443.78,417.74,424.41,4063895.4,1746913730.92,437.96,direct,
2020-08-15,442.69,428.65,437.96,2668785.3,1162056710.32,432.23,direct,
2020-08-16,436.62,413.07,432.23,2750475.05,1172908760.04,433.58,direct,
2020-08-17,443.96,420.68,433.58,3033519.4,1307359641.38,430.53,direct,
2020-08-18,433.58,416.28,430.53,2695218.24,1149446747.11,421.99,direct,
2020-08-19,426.65,393.79,421.99,3361923.88,1377253301.85,407.33,direct,
2020-08-20,418.73,402.59,407.33,2553455.51,1050418194.6,415.89,direct,
2020-08-21,418.51,385.14,415.89,3003529.37,1212588160.68,387.82,direct,
2020-08-22,396.78,380.02,387.82,2569802.54,999601354.16,395.35,direct,
2020-08-23,396.76,383.48,395.35,1778430.36,694317960.16,390.65,direct,
2020-08-24,410.25,387.71,390.65,2710928.52,1087889463.54,407.83,direct,
2020-08-25,408.92,370.32,407.83,3607714.35,1401915443.11,383.08,direct,
2020-08-26,392.66,377.57,383.08,2698115.89,1038803696.64,385.78,direct,
2020-08-27,396.19,372.53,385.78,3001476.17,1151396556.6,382.98,direct,
